Conference,Year,Title,PaperType,Authors,Keywords
VAST,2009,Articulate: a conversational interface for visual analytics,M,Yiwen Sun;Jason Leigh;Andrew E. Johnson;Dennis Chau,
VAST,2009,VAST contest dataset use in education,C,Mark A. Whiting;Chris North;Alex Endert;Jean Scholtz;Jereme Haack;Carrie Varley;James J. Thomas,"education, evaluation, synthetic data"
VAST,2009,"What's being said near ""Martha""? Exploring name entities in literary text collections",C,Romain Vuillemot;Tanya E. Clement;Catherine Plaisant;Amit Kumar,"Visual Analytics, Design, Experimentation, Human Factors"
VAST,2009,BEADS: High dimensional data cluster visualization,M,Soujanya Vadapalli;Kamalakar Karlapalem,
VAST,2009,Poster: Visual prediction of time series,M,Ming C. Hao;HalldÃ_r Janetzko;Ratnesh K. Sharma;Umeshwar Dayal;Daniel A. Keim;MalÃº Castellanos,
VAST,2009,ProcessLine: Visualizing time-series data in process industry,M,XiongFei Luo;Hongan Wang;Feng Tian;Wei Liu 0023;Dongxing Teng;Guozhong Dai,
VAST,2009,LSAView: A tool for visual exploration of latent semantic modeling,C,Patricia Crossno;Daniel M. Dunlavy;Timothy M. Shead,
VAST,2009,Model space visualization for multivariate linear trend discovery,C,Zhenyu Guo;Matthew O. Ward;Elke A. Rundensteiner,"Knowledge Discovery, visual analysis, multivariate linear model construction, model space visualization"
VAST,2009,Reordered tilebars for visual text exploration,M,VinhTuan Thai;Siegfried Handschuh,
VAST,2009,Describing story evolution from dynamic information streams,C,Stuart J. Rose;Scott Butner;Wendy Cowley;Michelle L. Gregory;Julia Walker,
VAST,2009,Visual knowledge exploration and discovery from different points of view,M,Aba-Sah Dadzie;Daniela Petrelli,
VAST,2009,Parallel Tag Clouds to explore and analyze faceted text corpora,C,Christopher Collins;Fernanda B. ViÃ©gas;Martin Wattenberg,"Text visualization, corpus visualization, information retrieval, text mining, tag clouds"
VAST,2009,A scalable architecture for visual data exploration,M,Jonathan W. Decker;Alex Godwin;Mark A. Livingston;Denise Royle,
VAST,2009,Interactive visual analysis of location reporting patterns,M,Derek Overby;John Keyser;Jim Wall,
VAST,2009,Working memory load as a novel tool for evaluating visual analytics,M,Courtney C. Dornburg;Laura E. Matzen;Travis L. Bauer;Laura A. McNamara,
VAST,2009,Comparing two interface tools in performing visual analytics tasks,M,Dong Hyun Jeong;Tera Marie Green;William Ribarsky;Remco Chang,
VAST,2009,Analysis of community-contributed space- and time-referenced data (example of flickr and panoramio photos),M,Gennady L. Andrienko;Natalia V. Andrienko;Peter Bak;Slava Kisilevich;Daniel A. Keim,
VAST,2009,Interactive poster: A proposal for sharing user requirements for visual analytic tools,M,Jean Scholtz,
VAST,2009,Iterative integration of visual insights during patent search and analysis,C,Steffen Koch;Harald Bosch;Mark Giereth;Thomas Ertl,"Patent retrieval, information visualization, visual analytics, multiple coordinated views"
VAST,2009,Evaluating visual analytics systems for investigative analysis: Deriving design principles from a case study,C,Youn ah Kang;Carsten GÃ¶rg;John T. Stasko,
VAST,2009,A multi-level middle-out cross-zooming approach for large graph analytics,C,Pak Chung Wong;Patrick Mackey;Kristin A. Cook;Randall M. Rohrer;Harlan Foote;Mark A. Whiting,"Graph analytics, information visualization"
VAST,2009,Visual analysis of graphs with multiple connected components,C,Tatiana von Landesberger;Melanie GÃ¶rner;Tobias Schreck,
VAST,2009,MassVis: Visual analysis of protein complexes using mass spectrometry,C,Robert Kincaid;Kurt Dejgaard,"information visualization, visual analysis, correlation analysis, mass spectrometry, proteomics, interactome"
VAST,2009,SpRay: A visual analytics approach for gene expression data,C,Janko Dietzsch;Julian Heinrich;Kay Nieselt;Dirk Bartz,"Visual analytics, bioinformatics, gene expression experiments, microarray data, large-scale microarray"
VAST,2009,Using projection and 2D plots to visually reveal genetic mechanisms of complex human disorders,C,Boonthanome Nouanesengsy;Sang-Cheol Seok;Han-Wei Shen;Veronica J. Vieland,"Visualization, Multidimensional data, Linkage Analysis, Posterior Probability of Linkage, PPL, PPLD, LD analysis, Linkage disequilibrium, Autism"
VAST,2009,Visual opinion analysis of customer feedback data,C,Daniela Oelke;Ming C. Hao;Christian Rohrdantz;Daniel A. Keim;Umeshwar Dayal;Lars-Erik Haug;HalldÃ_r Janetzko,"Visual Opinion Analysis, Visual Sentiment Analysis, Visual Document Analysis, Attribute Extraction"
VAST,2009,finVis: Applied visual analytics for personal financial planning,C,Stephen Rudolph;Anya Samak;David S. Ebert,"Casual Information Visualization, visual analytics, personal finance, visualization of risk, economic decision-making"
VAST,2009,"VIScover: Visualizing, exploring, and analysing structured data",M,Thorsten Liebig;Olaf Noppens;Friedrich W. von Henke,
VAST,2009,VIDI surveillance - embassy monitoring and oversight system,M,Chad Jones;Michael Ogawa;James Shearer;Anna Tikhonova;Kwan-Liu Ma,
VAST,2009,Multiple step social structure analysis with Cytoscape,M,Hao Zhou;Anna A. Shaverdian;H. V. Jagadish;George Michailidis,
VAST,2009,Visualization of uncertainty and analysis of geographical data,M,Jo Wood;Aidan Slingsby;Naz Khalili-Shavarini;Jason Dykes;David M. Mountain,
VAST,2009,EAKOS: VAST 2009,M,Lorne Leonard,
VAST,2009,Visualized subgraph search,M,DÃ_ra ErdÃ¶s;Zsolt Fekete;AndrÃ¡s LukÃ¡cs,
VAST,2009,Innovative filtering techniques and customized analytics tools,M,Harald Bosch;Julian Heinrich;Christoph MÃ_ller 0001;Benjamin HÃ¶ferlin;Guido Reina;Markus HÃ¶ferlin;Michael WÃ¶rner;Steffen Koch,
VAST,2009,VAST 2009 Traffic Mini Challenge: Intuitive analytic information presentation,M,Shraddha Agrawal;Kollukuduru Sravanthi;Soujanya Vadapalli;Kamalakar Karlapalem,
VAST,2009,Detecting and analyzing relationships among anomalies,M,David Allen;Tsai-Ching Lu;Dave Huber,
VAST,2009,Integrative visual analytics for suspicious behavior detection,M,Peter Bak;Christian Rohrdantz;Svenja Leifert;Christoph Granacher;Stefan Koch;Simon Butscher;Patrick Jungk;Daniel A. Keim,
VAST,2009,VAST 2009 challenge: An insider threat,M,Georges G. Grinstein;Jean Scholtz;Mark A. Whiting;Catherine Plaisant,
VAST,2009,Solving the traffic and flitter challenges with tulip,M,Paolo Simonetto;Pierre-Yves Koenig;Faraz Zaidi;Daniel Archambault;FrÃ©dÃ©ric Gilbert;Trung-Tien Phan-Quang;Morgan Mathiaut;Antoine Lambert;Jonathan Dubois;Ronan Sicre;Mathieu Brulin;RÃ©my Vieux;Guy MelanÃ§on,
VAST,2009,Timeline analysis of undercover activities VAST 2009 traffic mini challenge award: Good analytical technique,M,Jaegul Choo;Emily Fujimoto;Hanseung Lee;Pedro R. Walteros,
VAST,2009,Palantir: A visualization platform for real-world analysis,M,Brandon Wright;Jason Payne;Matthew Steckman;Scott Stevson,
VAST,2009,Combining iterative analytical reasoning and software development using the visualization language Processing,M,Claudia MÃ_ller-Birn;Lukas Birn,
Vis,2009,A Novel Interface for Interactive Exploration of DTI fibers,J,Wei Chen;Zi'ang Ding;Song Zhang 0004;Anna MacKay-Brandt;Stephen Correia;Huamin Qu;John Allen Crow;David F. Tate;Zhicheng Yan;Qunsheng Peng,"Diffusion Tensor Imaging, fibers, fiber Clustering, Visualization Interface"
Vis,2009,A Physiologically-based Model for Simulation of Color Vision Deficiency,J,Gustavo M. Machado;Manuel Menezes de Oliveira Neto;Leandro A. F. Fernandes,"Models of Color Vision, Color Perception, Simulation of Color Vision Deficiency, Anomalous Trichromacy, Dichromacy"
Vis,2009,A User Study to Compare Four Uncertainty Visualization Methods for 1D and 2D Datasets,J,Jibonananda Sanyal;Song Zhang 0004;Gargi Bhattacharya;Philip Amburn;Robert J. Moorhead II,"User study, uncertainty visualization"
Vis,2009,A Visual Approach to Efficient Analysis and Quantification of Ductile Iron and Reinforced Sprayed Concrete,J,Laura Fritz;Markus Hadwiger;Georg Geier;Gerhard Pittino;Eduard GrÃ¶ller,"Non-Destructive Testing, Multi-Dimensional Transfer Functions, Direction Visualization, Volume Rendering"
Vis,2009,An interactive visualization tool for multi-channel confocal microscopy data in neurobiology research,J,Yong Wan;Hideo Otsuna;Chi-Bin Chien;Charles D. Hansen,"Visualization, neurobiology, confocal microscopy, qualitative analysis, volume rendering"
Vis,2009,Applying Manifold Learning to Plotting Approximate Contour Trees,J,Shigeo Takahashi;Issei Fujishiro;Masato Okada,"Contour trees, manifold learning, time-varying volumes, high-dimensional data analysis"
Vis,2009,Automatic Transfer Function Generation Using Contour Tree Controlled Residue Flow Model and Color Harmonics,J,Jianlong Zhou;Masahiro Takatsuka,"Volume Rendering, Transfer Function, Contour Tree, Residue Flow, Harmonic Color"
Vis,2009,BrainGazer - Visual Queries for Neurobiology Research,J,Stefan Bruckner;Veronika SoltÃ©szovÃ¡;Eduard GrÃ¶ller;JirÃ_ Hladuvka;Katja BÃ_hler;Jai Y. Yu;Barry J. Dickson,"Biomedical visualization, neurobiology, visual queries, volume visualization"
Vis,2009,Color Seamlessness in Multi-Projector Displays Using Constrained Gamut Morphing,J,Behzad Sajadi;Maxim Lazarov;Meenakshisundaram Gopi;Aditi Majumder,"Color Calibration, Multi-Projector Displays, Tiled Displays"
Vis,2009,Coloring 3D Line fields Using Boy's Real Projective Plane Immersion,J,Ã‡agatay Demiralp;John F. Hughes;David H. Laidlaw,"Line field, colormapping, orientation, real projective plane, tensor field, DTI"
Vis,2009,Comparing 3D Vector field Visualization Methods: A User Study,J,Andrew S. Forsberg;Jian Chen;David H. Laidlaw,"3D vector fields, visualization, user study, tubes, lines, stereoscopic and monoscopic viewing"
Vis,2009,Continuous Parallel Coordinates,J,Julian Heinrich;Daniel Weiskopf,"Parallel coordinates, integrating spatial and non-spatial data visualization, multi-variate visualization, interpolation"
Vis,2009,Curve-Centric Volume Reformation for Comparative Visualization,J,Ove Daae Lampe;Carlos D. Correa;Kwan-Liu Ma;Helwig Hauser,"Volume Deformation, Curve-Centric-Reformation, Comparative Visualization, Radial Ray-Casting"
Vis,2009,Decoupling Illumination from Isosurface Generation Using 4D Light Transport,J,David C. Banks;Kevin Beason,"physically-based illumination, isosurface, level set, light transport"
Vis,2009,Depth-Dependent Halos: Illustrative Rendering of Dense Line Data,J,Maarten H. Everts;Henk Bekker;Jos B. T. M. Roerdink;Tobias Isenberg 0001,"Illustrative rendering and visualization, NPR, dense line data, DTI, black-and-white rendering, GPU technique"
Vis,2009,Exploring 3D DTI fiber Tracts with Linked 2D Representations,J,Radu Jianu;Ã‡agatay Demiralp;David H. Laidlaw,"DTI fiber tracts, embedding, coloring, interaction"
Vis,2009,Exploring the Millennium Run - Scalable Rendering of Large-Scale Cosmological Datasets,J,Roland Fraedrich;Jens Schneider;RÃ_diger Westermann,"Particle Visualization, Scalability, Cosmology"
Vis,2009,Focus+Context Route Zooming and Information Overlay in 3D Urban Environments,J,Huamin Qu;Haomian Wang;Weiwei Cui;Yingcai Wu;Ming-Yuen Chan,"focus+context visualization, zooming, 3D virtual environment, seam carving"
Vis,2009,GL4D: A GPU-based Architecture for Interactive 4D Visualization,J,Alan Chu;Chi-Wing Fu;Andrew J. Hanson;Pheng-Ann Heng,"Mathematical visualization, four-dimensional visualization, graphics hardware, interactive illumination"
Vis,2009,"High-Quality, Semi-Analytical Volume Rendering for AMR Data",J,StÃ©phane Marchesin;Guillaume Colin de VerdiÃ¨re,"Volume rendering, AMR data, Volume shading"
Vis,2009,Hue-Preserving Color Blending,J,Johnson Chuang;Daniel Weiskopf;Torsten MÃ¶ller,"Image compositing, perceptual transparency, color blending, volume rendering, illustrative visualization"
Vis,2009,Interactive Coordinated Multiple-View Visualization of Biomechanical Motion Data,J,Daniel F. Keefe;Marcus Ewert;William Ribarsky;Remco Chang,"Scientific visualization, information visualization, coordinated multiple views, biomechanics"
Vis,2009,Interactive Streak Surface Visualization on the GPU,J,Kai BÃ_rger;Florian Ferstl;Holger Theisel;RÃ_diger Westermann,"Unsteady flow visualization, streak surface generation, GPUs"
Vis,2009,Interactive Visual Analysis of Complex Scientific Data as Families of Data Surfaces,J,Kresimir Matkovic;Denis Gracanin;Borislav Klarin;Helwig Hauser,"Interactive visual analysis, family of surfaces, coordinated multiple views, multidimensional multivariate data"
Vis,2009,Interactive Visual Optimization and Analysis for RfiD Benchmarking,J,Yingcai Wu;Ka-Kei Chung;Huamin Qu;Xiaoru Yuan;Shing-Chi Cheung,"RfiD Visualization, Visual analytics, Visual Optimization"
Vis,2009,Interactive Visualization of Molecular Surface Dynamics,J,Michael Krone;Katrin Bidmon;Thomas Ertl,"Point-based Data, Time-varying Data, GPU, Ray Casting, Molecular Visualization, Surface Extraction, Isosurfaces"
Vis,2009,Interactive Volume Rendering of Functional Representations in Quantum Chemistry,J,Yun Jang;Ugo Varetto,"Quantum Chemistry, GTO, Volume Rendering, GPU"
Vis,2009,Intrinsic Geometric Scale Space by Shape Diffusion,J,Guangyu Zou;Jing Hua;Zhaoqiang Lai;Xianfeng Gu;Ming Dong,"Scale space, feature extraction, geometric flow, Riemannian manifolds"
Vis,2009,Isosurface Extraction and View-Dependent filtering from Time-Varying fields Using Persistent Time-Octree (PTOT),J,Cong Wang;Yi-Jen Chiang,"Isosurface extraction, time-varying fields, persistent data structure, view-dependent filtering, out-of-core methods"
Vis,2009,Kd-Jump: a Path-Preserving Stackless Traversal for Faster Isosurface Raytracing on GPUs,J,David Meirion Hughes;Ik Soo Lim,"Raytracing, isosurface, GPU, parallel computing, volume visualization"
Vis,2009,Loop surgery for volumetric meshes: Reeb graphs reduced to contour trees,J,Julien Tierny;Attila Gyulassy;Eddie Simon;Valerio Pascucci,"Reeb graph, scalar field topology, isosurfaces, topological simplification"
Vis,2009,"Mapping High-fidelity Volume Rendering for Medical Imaging to CPU, GPU and Many-Core Architectures",J,Mikhail Smelyanskiy;David R. Holmes III;Jatin Chhugani;Alan Larson;Doug Carmean;Dennis P. Hanson;Pradeep Dubey;Kurt Augustine;Daehyun Kim;Alan Kyker;Victor W. Lee;Anthony D. Nguyen;Larry Seiler;Richard A. Robb,"Volume Compositing, Parallel Processing, Many-core Computing, Medical Imaging, Graphics Architecture, GPGPU"
Vis,2009,Markerless View-Independent Registration of Multiple Distorted Projectors on Extruded Surfaces Using an Uncalibrated Camera,J,Behzad Sajadi;Aditi Majumder,"Registration, Calibration, Multi-Projector Displays, Tiled Displays"
Vis,2009,Multi-Scale Surface Descriptors,J,Gregory Cipriano;George N. Phillips Jr.;Michael Gleicher,"Curvature, descriptors, npr, stylized rendering, shape matching"
Vis,2009,Multimodal Vessel Visualization of Mouse Aorta PET/CT Scans,J,Timo Ropinski;Sven Hermann;Rainer Reich;Michael SchÃ_fers 0001;Klaus H. Hinrichs,"Vessel visualization, plaque growth, multipath CPR, vessel flattening"
